timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-23T12:37:03,Cumulative ML Model,0b807934-dac8-47e3-99c5-8340cdf9af5a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,288.94264169999224,0.001760976066327,6.094552385782757e-06,42.5,0.0,5.8941850662231445,0.003410920657154,0,0.0004645694056347,0.0038754900627887,United States,USA,georgia,,,Windows-10-10.0.26100-SP0,3.10.16,2.8.3,12,12th Gen Intel(R) Core(TM) i7-1255U,,,-84.5017,33.8775,15.71782684326172,machine,N,1.0
2025-04-08T13:56:29,Cumulative ML Model,04cc55c2-62b6-419c-bdcc-1a35445dbe6a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,285.39758200000506,0.0017342379374657292,6.076568432404232e-06,42.5,0.0,5.8941850662231445,0.0033689904995147855,0,0.0004476552923715567,0.003816645791886341,United States,USA,georgia,,,Windows-10-10.0.26100-SP0,3.10.16,2.8.3,12,12th Gen Intel(R) Core(TM) i7-1255U,,,-84.3861,33.8019,15.717826843261719,machine,N,1.0
